ID карточки,ID товара,ISBN,Автор,Возраст,Год издания,Голоса,Издательство,Кол-во страниц,Название,Обложка,Переводчик,Редактор,Рейтинг,Серия,Тип обложки,Тираж,Формат,Художник,Цена
454268,2371330,9785373051934,Хантер Э.,,2017,0,Олма Медиагрупп,192,Закон племен,,Максимова Вероника,,0,Коты-воители. Подарок,Твердая глянцевая,8000,24.5 x 17 x 1.5,Насыров Леонид,470
454359,2365991,9785699640584,Емец Д.,12+,2013,0,Эксмо,320,Колесница призраков,,,,0,Веселые каникулы. Повести для школьников,Твердая бумажная,4100,21.5 x 14 x 2.3,,
463684,2374326,9785699656493,Емец Д.,12+,2013,0,Эксмо,608,"Тайна ""Звездного странника"". Сердце пирата. Гладиатор забытых созвездий. Пират против всей Галактики",,,,0,Фантастическая коллекция для школьников,Твердая бумажная,4000,21.5 x 17 x 2.7,,
469357,2379425,9785699663033,Емец Д.,12+,2013,0,Эксмо,576,Мутантики. Королева мутантиков. Сокровища мутантиков,,,,0,Фантастическая коллекция для школьников,Твердая бумажная,4000,21.5 x 16.5 x 2.5,,328
470811,2377885,9785699663637,Емец Д.,12+,2013,1,Эксмо,384,Муравьиный лабиринт,,,Суворова Т.,5,Школа ныряльщиков (Шныр),Твердая бумажная,10000,20.6 x 13.2 x 2.7,,
471783,2379911,9785367024340,Фрай М.,12+,2013,2,"Амфора, ООО",447,"Дар Шаванахолы. История, рассказанная сэром Максом из Ехо. Хроники Ехо 7",,,,4,Хроники Ехо,Мягкая глянцевая,7000,18 x 11.5 x 2.6,,149
481079,2383184,9785699672547,Емец Д.,12+,2013,1,Эксмо,576,Планета Черного Императора. Месть мертвого Императора. Повелители галактик,,,,5,Фантастическая коллекция для школьников,Твердая бумажная,4000,21.5 x 16.5 x 3.2,,
487895,2385047,9785699674404,Емец Д.,12+,2013,0,Эксмо,288,Галактический зверинец,,,Суворова Т.,0,Веселые каникулы. Повести для школьников,Твердая бумажная,4000,22 x 14.7 x 2,,217
537992,1897534,9785373010405,Хантер Э.,,2004,0,Олма-Пресс,319,Огонь и лед,,,,0,Коты-воители,Твердая бумажная,,,,
537999,1902874,9785699057351,Емец Д.,,2004,0,Эксмо-Пресс,416,Таня Гроттер и ботинки кентавра,,,,0,Таня Гроттер,Твердая бумажная,,20.7 x 13.5 x 2.6,,
538387,2142423,9785373016025,Хантер Э.,,2007,0,Олма Медиагрупп,352,Послание,,,,0,Коты-воители,Твердая бумажная,,21.8 x 13.6 x 1.7,,
638421,2394358,9785699679065,Емец Д.,12+,2013,0,Эксмо,336,Звездолет из каменного века,,,Суворова Т.,0,Веселые каникулы. Повести для школьников,Твердая бумажная,3000,22 x 14.5 x 2.5,,
638607,2394878,9785373055796,Хантер Э.,6+,2018,2,Олма Медиагрупп,352,Знамение Луны,,Максимова Вероника,,5,Коты-воители,Твердая бумажная,15000,20.5 x 13 x 1.5,,285
686314,2395759,9785699685202,Емец Д.,12+,2014,0,Эксмо,384,Мефодий Буслаев. Ладья света,,,,0,Мефодий Буслаев,Твердая глянцевая,20000,20.8 x 13 x 3,,290
693263,2176012,9785699311965,Емец Д.,,2008,0,Эксмо,352,С Новым годом снеговик,,,,0,Волшебные миры Дмитрия Емца,Мягкая бумажная,,20 x 12.5 x 1.8,,
694068,2399059,9785699654031,Емец Д.,6+,2013,0,Эксмо,,Новый год с дракончиком Пыхалкой. 4 пазла в книге,,,,0,Книга с пазлами,Картон,5000,26.4 x 20 x 1.4,Тимофеева В.,372
706753,2400311,9785699697427,Емец Д.,6+,2014,0,Эксмо,240,Юный граф Дракула,,,,0,Веселые каникулы. Повести для школьников,Твердая бумажная,5000,22 x 14 x 2,,
710328,2402249,9785367029536,Фрай М.,12+,2014,1,"Амфора, ООО",480,Сказки старого Вильнюса III,,,Хаметшина Н.,5,,Твердая бумажная,7000,22 x 14.5 x 2.7,,504
712580,2401749,9785373058711,Хантер Э.,6+,2018,2,Олма Медиагрупп,349,Забытый воин,,Максимова Вероника,,5,Коты-воители,Твердая бумажная,12000,20.7 x 13.2 x 1.8,Насыров Леонид,285
713022,2403729,9785699697441,Емец Д.,6+,2014,0,Эксмо,256,НЛО прибывает по расписанию,,,Суворова Т.,0,Веселые каникулы. Повести для школьников,Твердая бумажная,3500,22 x 14.3 x 1.9,,211
723716,2407873,9785170839506,Фрай М.,,2014,2,АСТ,416,"Ветры, ангелы и люди",,,,5,,Твердая бумажная,12000,20.7 x 13.3 x 2.8,,332
732588,2411890,9785373061278,Хантер Э.,6+,2017,1,Олма Медиагрупп,348,Пустой город,,Максимова Вероника,,5,Хроники Стаи,Твердая бумажная,10000,20.5 x 13 x 1.7,Соколова Наталья,304
732658,2412010,9785699705757,Емец Д.,6+,2014,0,Эксмо,320,"Тайна ""Звездного странника"". Приключения школьника Андрея и робота-няньки Баюна!",,,,0,Веселые каникулы. Повести для школьников,Твердая бумажная,3000,21.5 x 14.5 x 3,,
735622,2414038,9785699680160,Емец Д.,6+,2014,0,Эксмо,288,Кусалки. Приключения забавных человечков,,,,0,Дмитрий Емец иллюстрированные книги для детей,Твердая глянцевая,5000,26 x 20 x 2,Тимофеева Виктория,493
743504,2417699,9785699724802,Емец Д.,6+,2014,0,Эксмо,320,Сердце пирата. Приключения школьника Андрея и робота-няньки Баюна!,,,,0,Веселые каникулы. Повести для школьников,Твердая бумажная,3000,21.8 x 14.2 x 2.15,,
